2008,10,15,"15000","101264","10","PRTR2100",1,"ST","2653.40","EUR","132.67"
2008,10,15,"15000","101264","20","RAAL1110",1,"ST","1409.62","EUR","70.48"
2008,10,15,"15000","101264","40","FAID1000",1,"ST","33.17","EUR","1.66"
2008,10,15,"16000","101265","10","DXTR1100",1,"ST","2487.56","EUR","74.63"
2008,10,15,"16000","101265","20","PRTR2100",1,"ST","2653.40","EUR","79.60"
2008,10,15,"16000","101265","30","ORMN1100",1,"ST","1990.05","EUR","59.70"
2008,10,15,"16000","101265","60","BOTL1000",1,"ST","16.58","EUR","0.50"
2008,11,1,"1000","101287","10","DXTR2100",1,"ST","3045.00","USD","91.35"
2008,11,1,"1000","101287","20","PRTR2100",1,"ST","3248.00","USD","97.44"
2008,11,1,"1000","101287","40","ORHT1110",1,"ST","1624.00","USD","48.72"
2008,11,1,"1000","101287","80","SHRT1000",1,"ST","30.45","USD","0.91"
2008,11,1,"1000","101287","90","OHMT1000",1,"ST","50.75","USD","1.52"
2008,11,1,"1000","101287","100","CAGE1000",1,"ST","18.27","USD","0.55"
2008,11,1,"1000","101287","110","PUMP1000",1,"ST","28.42","USD","0.85"
2008,11,1,"5000","101288","10","DXTR1100",1,"ST","3045.00","USD","152.25"
2008,11,1,"5000","101288","60","RACA1110",1,"ST","4060.00","USD","203.00"
2008,11,1,"5000","101288","70","SHRT1000",1,"ST","30.45","USD","1.52"
2008,11,1,"5000","101288","90","BOTL1000",1,"ST","20.30","USD","1.02"
2008,11,1,"11000","101289","10","ORMN1100",1,"ST","2436.00","USD","73.08"
2008,11,1,"11000","101289","20","ORHT1120",1,"ST","1725.50","USD","51.77"
2008,11,1,"11000","101289","30","CAGE1000",1,"ST","18.27","USD","0.55"
2008,11,15,"16000","101322","10","FAID1000",1,"ST","33.17","EUR","1.00"
2008,11,15,"17000","101323","10","DXTR1100",1,"ST","2487.56","EUR","74.63"
2008,11,15,"17000","101323","20","DXTR2100",1,"ST","2487.56","EUR","74.63"
2008,11,15,"17000","101323","30","PRTR3100",1,"ST","2653.40","EUR","79.60"
2008,11,15,"17000","101323","40","ORHT1110",1,"ST","1326.70","EUR","39.80"
2008,11,15,"17000","101323","50","ORHT1120",1,"ST","1409.62","EUR","42.29"
2008,11,15,"17000","101323","60","RAAL1120",1,"ST","1368.16","EUR","41.04"
2008,11,15,"17000","101323","70","RACA1110",1,"ST","3316.75","EUR","99.50"
2008,11,15,"17000","101323","80","SHRT1000",1,"ST","24.88","EUR","0.75"
2008,11,15,"17000","101323","90","RHMT1000",1,"ST","41.46","EUR","1.24"
2008,11,15,"17000","101323","100","CAGE1000",1,"ST","14.93","EUR","0.45"
2008,11,15,"17000","101323","110","RKIT1000",1,"ST","26.53","EUR","0.80"
2008,11,15,"17000","101323","130","BOTL1000",1,"ST","16.58","EUR","0.50"
2008,12,1,"8000","101343","10","ORHT1110",1,"ST","1624.00","USD","48.72"
2008,12,1,"8000","101343","20","RACA1110",1,"ST","4060.00","USD","121.80"
2008,12,1,"17000","101344","20","ORMN1100",1,"ST","1990.05","EUR","59.70"
2008,12,1,"17000","101344","30","RACA1110",1,"ST","3316.75","EUR","99.50"
2008,12,1,"17000","101344","40","PUMP1000",1,"ST","23.22","EUR","0.70"
2009,1,1,"1000","101404","10","DXTR2100",1,"ST","3090.68","USD","92.72"
2009,1,1,"1000","101404","20","ORMN1100",1,"ST","2472.54","USD","74.18"
2009,1,1,"1000","101404","40","ORHT1110",1,"ST","1648.36","USD","49.45"
2009,1,1,"1000","101404","50","RAAL1110",1,"ST","1751.38","USD","52.54"
2009,1,1,"1000","101404","60","RACA1110",1,"ST","4120.90","USD","123.63"
2009,1,1,"4000","101405","10","PRTR3100",1,"ST","3296.72","USD","98.90"
2009,1,1,"4000","101405","20","ORHT1110",1,"ST","1648.36","USD","49.45"
2009,1,1,"4000","101405","30","ORHT1120",1,"ST","1751.38","USD","52.54"
2009,1,1,"4000","101405","50","RACA1110",1,"ST","4120.90","USD","123.63"
2009,1,1,"4000","101405","60","SHRT1000",1,"ST","30.91","USD","0.93"
2009,1,1,"4000","101405","70","PUMP1000",1,"ST","28.85","USD","0.87"
2009,4,1,"1000","101560","10","DXTR1100",1,"ST","3090.68","USD","92.72"
2009,4,1,"1000","101560","20","PRTR1100",1,"ST","3296.72","USD","98.90"
2009,4,1,"1000","101560","30","PRTR3100",1,"ST","3296.72","USD","98.90"
2009,4,1,"1000","101560","50","ORWN1100",1,"ST","2575.56","USD","77.27"
2009,4,1,"1000","101560","90","RAAL1120",1,"ST","1699.87","USD","51.00"
2009,4,1,"1000","101560","110","RACA1120",1,"ST","4326.95","USD","129.81"
2009,4,1,"1000","101560","120","EPAD1000",1,"ST","77.27","USD","2.32"
2009,4,1,"1000","101560","160","BOTL1000",1,"ST","20.60","USD","0.62"
